date,price,was_imputed
2020-05-31,1138.0,False
2020-06-01,920.0,False
2020-06-02,1127.5,False
2020-06-03,1100.0,False
2020-06-04,1112.5,False
2020-06-05,1078.0,False
2020-06-06,1100.0,False
2020-06-07,1135.0,False
2020-06-08,1137.5,False
2020-06-09,1125.0,False
2020-06-10,1131.0,False
2020-06-11,1165.0,False
2020-06-12,1110.0,False
2020-06-13,1140.0,False
2020-06-14,1087.5,False
2020-06-15,1115.0,False
2020-06-16,1100.0,False
2020-06-17,1020.0,False
2020-06-18,1050.0,False
2020-06-19,1075.0,False
2020-06-20,1077.5,False
2020-06-21,1107.5,False
2020-06-22,1085.0,False
2020-06-23,1156.0,False
2020-06-24,1130.0,False
2020-06-25,1110.5,False
2020-06-26,1415.0,False
2020-06-27,1475.0,False
2020-06-28,1591.0,False
2020-06-29,1660.0,False
2020-06-30,1842.5,False
2020-07-01,1542.0,False
2020-07-02,1784.0,False
2020-07-03,2150.0,False
2020-07-04,2450.0,False
2020-07-05,2615.0,False
2020-07-06,2615.0,False
2020-07-07,2642.0,False
2020-07-08,2671.0,True
2020-07-09,2700.0,False
2020-07-10,2720.0,False
2020-07-11,2713.3333333333335,True
2020-07-12,2706.6666666666665,True
2020-07-13,2700.0,False
2020-07-14,2816.0,False
2020-07-15,2833.0,False
2020-07-16,2881.0,False
2020-07-17,2897.0,False
2020-07-18,2885.0,False
2020-07-19,2800.0,False
2020-07-20,2850.0,False
2020-07-21,2995.5,False
2020-07-22,2965.0,False
2020-07-23,2905.5,False
2020-07-24,2950.5,False
2020-07-25,2950.0,False
2020-07-26,2936.0,True
2020-07-27,2922.0,False
2020-07-28,2965.5,False
2020-07-29,2998.5,False
2020-07-30,2982.5,False
2020-07-31,2995.5,False
2020-08-01,3022.75,True
2020-08-02,3050.0,False
2020-08-03,3050.0,False
2020-08-04,2990.0,False
2020-08-05,2946.0,False
2020-08-06,2900.0,False
2020-08-07,2940.5,False
2020-08-08,2950.0,False
2020-08-09,2800.0,False
2020-08-10,2800.0,False
2020-08-11,2833.0,False
2020-08-12,2630.5,False
2020-08-13,2592.5,False
2020-08-14,2438.0,False
2020-08-15,2200.0,False
2020-08-16,2260.0,False
2020-08-17,2400.0,False
2020-08-18,2377.5,False
2020-08-19,2336.0,False
2020-08-20,2382.5,False
2020-08-21,2447.5,False
2020-08-22,2548.75,True
2020-08-23,2650.0,False
2020-08-24,2545.5,False
2020-08-25,2707.5,False
2020-08-26,2737.5,False
2020-08-27,2650.0,False
2020-08-28,2688.0,False
2020-08-29,2644.0,True
2020-08-30,2600.0,False
2020-08-31,2780.0,False
2020-09-01,2811.0,False
2020-09-02,2900.0,False
2020-09-03,2900.0,False
2020-09-04,2800.0,False
2020-09-05,2785.0,False
2020-09-06,2808.0,True
2020-09-07,2831.0,False
2020-09-08,2700.0,False
2020-09-09,2702.5,False
2020-09-10,2747.5,False
2020-09-11,2777.5,False
2020-09-12,2900.0,False
2020-09-13,2900.0,False
2020-09-14,2930.0,False
2020-09-15,2807.5,False
2020-09-16,2768.75,True
2020-09-17,2730.0,False
2020-09-18,2702.5,False
2020-09-19,2780.0,False
2020-09-20,2750.0,False
2020-09-21,2752.5,False
2020-09-22,2707.5,False
2020-09-23,2700.0,False
2020-09-24,2600.0,False
2020-09-25,2656.0,False
2020-09-26,2555.0,False
2020-09-27,2250.0,False
2020-09-28,2427.5,False
2020-09-29,2410.0,False
2020-09-30,2575.0,False
2020-10-01,2487.5,True
2020-10-02,2400.0,False
2020-10-03,2350.0,False
2020-10-04,2415.5,False
2020-10-05,2380.5,False
2020-10-06,2350.0,False
2020-10-07,2200.0,False
2020-10-08,2267.0,False
2020-10-09,2290.0,False
2020-10-10,2335.0,False
2020-10-11,2355.0,False
2020-10-12,2351.0,False
2020-10-13,2275.0,False
2020-10-14,2355.0,False
2020-10-15,2250.0,False
2020-10-16,2215.0,False
2020-10-17,2256.0,False
2020-10-18,2230.0,False
2020-10-19,2200.0,False
2020-10-20,2271.0,False
2020-10-21,2220.5,True
2020-10-22,2170.0,False
2020-10-23,2369.0,False
2020-10-24,2240.5,False
2020-10-25,2232.5,False
2020-10-26,2215.5,False
2020-10-27,2200.0,False
2020-10-28,2235.0,False
2020-10-29,2220.0,False
2020-10-30,2210.5,False
2020-10-31,2180.0,False
2020-11-01,2090.0,True
2020-11-02,2000.0,False
2020-11-03,2025.0,False
2020-11-04,2011.0,False
2020-11-05,2050.0,False
2020-11-06,2056.0,False
2020-11-07,2035.0,False
2020-11-08,2047.5,False
2020-11-09,2030.0,False
2020-11-10,2067.5,False
2020-11-11,2033.75,True
2020-11-12,2000.0,False
2020-11-13,2000.0,True
2020-11-14,2000.0,True
2020-11-15,2000.0,False
2020-11-16,2020.0,False
2020-11-17,2025.0,False
2020-11-18,2020.0,False
2020-11-19,2000.0,False
2020-11-20,1965.0,False
2020-11-21,1986.0,False
2020-11-22,1952.0,False
2020-11-23,1900.0,False
2020-11-24,1920.0,False
2020-11-25,1962.0,False
2020-11-26,1925.0,False
2020-11-27,1805.0,False
2020-11-28,1720.0,False
2020-11-29,1875.0,False
2020-11-30,1700.0,False
2020-12-01,1768.0,False
2020-12-02,1710.0,False
2020-12-03,1690.0,False
2020-12-04,1720.0,False
2020-12-05,1630.0,False
2020-12-06,1620.0,False
2020-12-07,1660.0,False
2020-12-08,1735.0,False
2020-12-09,1660.0,False
2020-12-10,1715.0,False
2020-12-11,1746.0,False
2020-12-12,1635.0,False
2020-12-13,1672.0,False
2020-12-14,1650.0,False
2020-12-15,1785.0,False
2020-12-16,1625.0,False
2020-12-17,1610.0,False
2020-12-18,1550.0,False
2020-12-19,1485.0,False
2020-12-20,1520.0,False
2020-12-21,1400.0,False
2020-12-22,1420.0,False
2020-12-23,1480.0,False
2020-12-24,1385.0,False
2020-12-25,1366.0,False
2020-12-26,1365.0,False
2020-12-27,1352.0,False
2020-12-28,1300.0,False
2020-12-29,1330.0,False
2020-12-30,1500.0,False
2020-12-31,1515.0,False
2021-01-01,1527.0,False
2021-01-02,1500.0,False
2021-01-03,1520.0,False
2021-01-04,1515.0,False
2021-01-05,1550.0,False
2021-01-06,1462.0,False
2021-01-07,1585.0,False
2021-01-08,1570.0,False
2021-01-09,1520.0,False
2021-01-10,1572.0,False
2021-01-11,1450.0,False
2021-01-12,1400.0,False
2021-01-13,1452.0,False
2021-01-14,1335.0,False
2021-01-15,1230.0,False
2021-01-16,1130.0,False
2021-01-17,1070.0,False
2021-01-18,1100.0,False
2021-01-19,1100.0,False
2021-01-20,1260.0,False
2021-01-21,1140.0,False
2021-01-22,1100.0,False
2021-01-23,1100.0,False
2021-01-24,1090.0,False
2021-01-25,1070.0,False
2021-01-26,1035.0,False
2021-01-27,1156.0,False
2021-01-28,1045.0,False
2021-01-29,1010.0,False
2021-01-30,1030.0,False
2021-01-31,1000.0,False
2021-02-01,1030.0,False
2021-02-02,1050.0,False
2021-02-03,1044.0,False
2021-02-04,1015.0,False
2021-02-05,1000.0,False
2021-02-06,1040.0,False
2021-02-07,1085.0,False
2021-02-08,1085.0,False
2021-02-09,1075.0,False
2021-02-10,1075.0,True
2021-02-11,1075.0,False
2021-02-12,1065.0,False
2021-02-13,1085.0,False
2021-02-14,1085.0,False
2021-02-15,1065.0,False
2021-02-16,1065.0,False
2021-02-17,1082.5,True
2021-02-18,1100.0,False
2021-02-19,1035.0,False
2021-02-20,1035.0,False
2021-02-21,1055.0,False
2021-02-22,1055.0,False
2021-02-23,1070.0,False
2021-02-24,1052.5,True
2021-02-25,1035.0,False
2021-02-26,1025.0,False
2021-02-27,980.0,True
2021-02-28,935.0,False
2021-03-01,910.0,True
2021-03-02,885.0,False
2021-03-03,912.5,True
2021-03-04,940.0,False
2021-03-05,940.0,False
2021-03-06,965.0,False
2021-03-07,960.0,False
2021-03-08,930.0,False
2021-03-09,865.0,False
2021-03-10,840.0,True
2021-03-11,815.0,False
2021-03-12,780.0,False
2021-03-13,785.0,False
2021-03-14,800.0,False
2021-03-15,820.0,False
2021-03-16,865.0,False
2021-03-17,825.0,True
2021-03-18,785.0,False
2021-03-19,835.0,False
2021-03-20,835.0,False
2021-03-21,815.0,False
2021-03-22,810.0,False
2021-03-23,765.0,False
2021-03-24,755.0,True
2021-03-25,745.0,False
2021-03-26,735.0,False
2021-03-27,750.0,False
2021-03-28,775.0,False
2021-03-29,857.5,True
2021-03-30,940.0,False
2021-03-31,906.6666666666666,True
2021-04-01,873.3333333333334,True
2021-04-02,840.0,False
2021-04-03,820.0,True
2021-04-04,800.0,False
2021-04-05,790.0,False
2021-04-06,790.0,False
2021-04-07,775.0,True
2021-04-08,760.0,False
2021-04-09,760.0,False
2021-04-10,790.0,False
2021-04-11,788.3333333333334,True
2021-04-12,786.6666666666666,True
2021-04-13,785.0,False
2021-04-14,775.0,True
2021-04-15,765.0,False
2021-04-16,735.0,False
2021-04-17,735.0,False
2021-04-18,750.0,False
2021-04-19,750.0,True
2021-04-20,750.0,False
2021-04-21,800.0,False
2021-04-22,775.0,False
2021-04-23,780.0,False
2021-04-24,735.0,False
2021-04-25,742.5,True
2021-04-26,750.0,False
2021-04-27,800.0,False
2021-04-28,800.0,False
2021-04-29,785.0,False
2021-04-30,790.0,False
2021-05-01,806.6666666666666,True
2021-05-02,823.3333333333334,True
2021-05-03,840.0,False
2021-05-04,800.0,False
2021-05-05,800.0,False
2021-05-06,735.0,False
2021-05-07,780.0,False
2021-05-08,660.0,False
2021-05-09,670.0,True
2021-05-10,680.0,False
2021-05-11,700.0,False
2021-05-12,660.0,False
2021-05-13,585.0,False
2021-05-14,580.0,False
2021-05-15,570.0,False
2021-05-16,585.0,True
2021-05-17,600.0,False
2021-05-18,650.0,False
2021-05-19,610.0,False
2021-05-20,630.0,False
2021-05-21,600.0,False
2021-05-22,600.0,False
2021-05-23,600.0,False
2021-05-24,652.0,False
2021-05-25,600.0,False
2021-05-26,610.0,False
2021-05-27,590.0,False
2021-05-28,600.0,False
2021-05-29,625.0,False
2021-05-30,600.0,False
2021-05-31,625.0,False
2021-06-01,600.0,False
2021-06-02,650.0,False
2021-06-03,585.0,False
2021-06-04,600.0,False
2021-06-05,600.0,False
2021-06-06,560.0,False
2021-06-07,580.0,False
2021-06-08,550.0,False
2021-06-09,600.0,False
2021-06-10,600.0,False
2021-06-11,550.0,False
2021-06-12,580.0,False
2021-06-13,520.0,False
2021-06-14,600.0,False
2021-06-15,652.0,False
2021-06-16,740.0,False
2021-06-17,725.0,False
2021-06-18,700.0,False
2021-06-19,690.0,False
2021-06-20,725.0,False
2021-06-21,700.0,False
2021-06-22,750.0,False
2021-06-23,780.0,False
2021-06-24,770.0,False
2021-06-25,760.0,False
2021-06-26,770.0,False
2021-06-27,855.0,False
2021-06-28,800.0,False
2021-06-29,1000.0,False
2021-06-30,1150.0,False
2021-07-01,1267.5,True
2021-07-02,1385.0,False
2021-07-03,1380.0,False
2021-07-04,1300.0,False
2021-07-05,1350.0,False
2021-07-06,1370.0,False
2021-07-07,1350.0,False
2021-07-08,1400.0,False
2021-07-09,1300.0,False
2021-07-10,1375.0,False
2021-07-11,1400.0,False
2021-07-12,1320.0,False
2021-07-13,1350.0,False
2021-07-14,1450.0,False
2021-07-15,1425.0,False
2021-07-16,1380.0,False
2021-07-17,1390.0,False
2021-07-18,1245.0,False
2021-07-19,1250.0,False
2021-07-20,1275.0,False
2021-07-21,1385.0,False
2021-07-22,1385.0,False
2021-07-23,1400.0,False
2021-07-24,1550.0,False
2021-07-25,1875.0,False
2021-07-26,1850.0,False
2021-07-27,1855.0,False
2021-07-28,1820.0,False
2021-07-29,1785.0,False
2021-07-30,1850.0,False
2021-07-31,1800.0,False
2021-08-01,1755.0,False
2021-08-02,1750.0,False
2021-08-03,1880.0,False
2021-08-04,1950.0,False
2021-08-05,1935.0,False
2021-08-06,1900.0,False
2021-08-07,1930.0,False
2021-08-08,1700.0,False
2021-08-09,1750.0,False
2021-08-10,1850.0,False
2021-08-11,1800.0,False
2021-08-12,1875.0,False
2021-08-13,1900.0,False
2021-08-14,1850.0,False
2021-08-15,1860.0,True
2021-08-16,1870.0,False
2021-08-17,1870.0,False
2021-08-18,1940.0,False
2021-08-19,1675.0,False
2021-08-20,1550.0,False
2021-08-21,1550.0,False
2021-08-22,1400.0,False
2021-08-23,1485.0,False
2021-08-24,1450.0,False
2021-08-25,1450.0,False
2021-08-26,1525.0,False
2021-08-27,1550.0,False
2021-08-28,1500.0,False
2021-08-29,1572.0,False
2021-08-30,1400.0,False
2021-08-31,1450.0,False
2021-09-01,1400.0,False
2021-09-02,1425.0,False
2021-09-03,1370.0,False
2021-09-04,1300.0,False
2021-09-05,1355.0,False
2021-09-06,1300.0,False
2021-09-07,1290.0,False
2021-09-08,1200.0,False
2021-09-09,1275.0,False
2021-09-10,1200.0,False
2021-09-11,1300.0,False
2021-09-12,1430.0,False
2021-09-13,1400.0,False
2021-09-14,1350.0,False
2021-09-15,1322.5,True
2021-09-16,1295.0,False
2021-09-17,1325.0,False
2021-09-18,1300.0,True
2021-09-19,1275.0,False
2021-09-20,1325.0,False
2021-09-21,1300.0,False
2021-09-22,1290.0,True
2021-09-23,1280.0,True
2021-09-24,1270.0,False
2021-09-25,1295.0,False
2021-09-26,1385.0,False
2021-09-27,1525.0,False
2021-09-28,1525.0,False
2021-09-29,1625.0,True
2021-09-30,1725.0,False
2021-10-01,1737.5,True
2021-10-02,1750.0,False
2021-10-03,1800.0,False
2021-10-04,1935.0,False
2021-10-05,1960.0,False
2021-10-06,1992.5,True
2021-10-07,2025.0,False
2021-10-08,2080.0,False
2021-10-09,2102.5,False
2021-10-10,2000.0,False
2021-10-11,2300.0,False
2021-10-12,2400.0,False
2021-10-13,2450.0,False
2021-10-14,2740.0,False
2021-10-15,2850.0,False
2021-10-16,2865.0,False
2021-10-17,2650.0,False
2021-10-18,2600.0,False
2021-10-19,2770.0,False
2021-10-20,2800.0,False
2021-10-21,2915.0,False
2021-10-22,2930.0,False
2021-10-23,2950.0,False
2021-10-24,3030.0,False
2021-10-25,2975.0,False
2021-10-26,2930.0,False
2021-10-27,2915.0,True
2021-10-28,2900.0,False
2021-10-29,2857.5,False
2021-10-30,2837.5,False
2021-10-31,2855.0,False
2021-11-01,2815.0,False
2021-11-02,2802.5,False
2021-11-03,2790.0,False
2021-11-04,2832.5,True
2021-11-05,2875.0,False
2021-11-06,2925.0,False
2021-11-07,2907.5,False
2021-11-08,2960.0,False
2021-11-09,2880.0,False
2021-11-10,2940.0,False
2021-11-11,2935.0,False
2021-11-12,2920.0,False
2021-11-13,2900.0,False
2021-11-14,2945.0,False
2021-11-15,2970.0,False
2021-11-16,3050.0,False
2021-11-17,3062.5,True
2021-11-18,3075.0,False
2021-11-19,3020.0,False
2021-11-20,3025.0,False
2021-11-21,3125.0,False
2021-11-22,3225.0,False
2021-11-23,3300.0,False
2021-11-24,3255.0,False
2021-11-25,3325.0,False
2021-11-26,3300.0,False
2021-11-27,3300.0,False
2021-11-28,3275.0,False
2021-11-29,3300.0,False
2021-11-30,3300.0,False
2021-12-01,3250.0,True
2021-12-02,3200.0,False
2021-12-03,3162.5,True
2021-12-04,3125.0,False
2021-12-05,3075.0,False
2021-12-06,3100.0,False
2021-12-07,3050.0,False
2021-12-08,2800.0,False
2021-12-09,2950.0,False
2021-12-10,2900.0,False
2021-12-11,2900.0,False
2021-12-12,2750.0,False
2021-12-13,2520.0,False
2021-12-14,2350.0,False
2021-12-15,2155.0,False
2021-12-16,2135.0,False
2021-12-17,2140.0,False
2021-12-18,2200.0,False
2021-12-19,2170.0,False
2021-12-20,2230.0,False
2021-12-21,2250.0,False
2021-12-22,2185.0,False
2021-12-23,2225.0,False
2021-12-24,2175.0,False
2021-12-25,2150.0,False
2021-12-26,2135.0,False
2021-12-27,2135.0,False
2021-12-28,2175.0,False
2021-12-29,2175.0,True
2021-12-30,2175.0,False
2021-12-31,2140.0,False
2022-01-01,2140.0,True
2022-01-02,2140.0,False
2022-01-03,2150.0,False
2022-01-04,2140.0,False
2022-01-05,2100.0,False
2022-01-06,1875.0,False
2022-01-07,1610.0,False
2022-01-08,1450.0,False
2022-01-09,1450.0,False
2022-01-10,1580.0,False
2022-01-11,1580.0,False
2022-01-12,1540.0,False
2022-01-13,1495.0,True
2022-01-14,1450.0,False
2022-01-15,1450.0,False
2022-01-16,1525.0,False
2022-01-17,1500.0,False
2022-01-18,1550.0,False
2022-01-19,1500.0,False
2022-01-20,1535.0,False
2022-01-21,1400.0,False
2022-01-22,1320.0,False
2022-01-23,1400.0,False
2022-01-24,1415.0,False
2022-01-25,1430.0,False
2022-01-26,1500.0,False
2022-01-27,1430.0,False
2022-01-28,1367.5,False
2022-01-29,1335.0,False
2022-01-30,1825.0,False
2022-01-31,1325.0,False
2022-02-01,1312.5,True
2022-02-02,1300.0,False
2022-02-03,1350.0,False
2022-02-04,1350.0,False
2022-02-05,1367.5,False
2022-02-06,1400.0,False
2022-02-07,1412.5,False
2022-02-08,1365.0,False
2022-02-09,1300.0,False
2022-02-10,1325.0,True
2022-02-11,1350.0,False
2022-02-12,1370.0,False
2022-02-13,1380.0,False
2022-02-14,1400.0,False
2022-02-15,1420.0,False
2022-02-16,1450.0,False
2022-02-17,1425.0,False
2022-02-18,1430.0,False
2022-02-19,1350.0,False
2022-02-20,1385.0,False
2022-02-21,1350.0,False
2022-02-22,1350.0,False
2022-02-23,1320.0,False
2022-02-24,1350.0,False
2022-02-25,1320.0,False
2022-02-26,1325.0,False
2022-02-27,1320.0,False
2022-02-28,1365.0,False
2022-03-01,1345.0,True
2022-03-02,1325.0,False
2022-03-03,1330.0,False
2022-03-04,1256.0,False
2022-03-05,1300.0,False
2022-03-06,1365.0,False
2022-03-07,1350.0,False
2022-03-08,1300.0,False
2022-03-09,1225.0,False
2022-03-10,1335.0,False
2022-03-11,1320.0,False
2022-03-12,1350.0,False
2022-03-13,1350.0,False
2022-03-14,1350.0,False
2022-03-15,1300.0,False
2022-03-16,1400.0,False
2022-03-17,1351.6666666666667,True
2022-03-18,1303.3333333333333,True
2022-03-19,1255.0,False
2022-03-20,1220.0,False
2022-03-21,1250.0,False
2022-03-22,1200.0,False
2022-03-23,1250.0,False
2022-03-24,1265.0,True
2022-03-25,1280.0,False
2022-03-26,1240.0,False
2022-03-27,1300.0,False
2022-03-28,1300.0,False
2022-03-29,1350.0,False
2022-03-30,1300.0,False
2022-03-31,1265.0,False
2022-04-01,1232.5,True
2022-04-02,1200.0,False
2022-04-03,1230.0,False
2022-04-04,1230.0,False
2022-04-05,1300.0,False
2022-04-06,1325.0,False
2022-04-07,1350.0,False
2022-04-08,1300.0,False
2022-04-09,1385.0,False
2022-04-10,1355.0,False
2022-04-11,1400.0,False
2022-04-12,1405.0,False
2022-04-13,1400.0,False
2022-04-14,1430.0,False
2022-04-15,1350.0,False
2022-04-16,1400.0,False
2022-04-17,1420.0,False
2022-04-18,1500.0,False
2022-04-19,1500.0,True
2022-04-20,1500.0,False
2022-04-21,1480.0,False
2022-04-22,1540.0,False
2022-04-23,1500.0,False
2022-04-24,1470.0,False
2022-04-25,1445.0,False
2022-04-26,1400.0,False
2022-04-27,1400.0,False
2022-04-28,1425.0,False
2022-04-29,1455.0,False
2022-04-30,1460.0,False
2022-05-01,1480.0,True
2022-05-02,1500.0,False
2022-05-03,1550.0,False
2022-05-04,1500.0,False
2022-05-05,1675.0,False
2022-05-06,1700.0,False
2022-05-07,1745.0,False
2022-05-08,1500.0,False
2022-05-09,1550.0,False
2022-05-10,1500.0,False
2022-05-11,1525.0,False
2022-05-12,1475.0,False
2022-05-13,1500.0,False
2022-05-14,1520.0,False
2022-05-15,1500.0,False
2022-05-16,1455.0,False
2022-05-17,1430.0,False
2022-05-18,1727.5,True
2022-05-19,2025.0,False
2022-05-20,2050.0,False
2022-05-21,2050.0,False
2022-05-22,2100.0,False
2022-05-23,2120.0,False
2022-05-24,2050.0,False
2022-05-25,2100.0,False
2022-05-26,2130.0,False
2022-05-27,2150.0,False
2022-05-28,2100.0,False
2022-05-29,2100.0,False
2022-05-30,2085.0,False
2022-05-31,2130.0,False
2022-06-01,2130.0,True
2022-06-02,2130.0,False
2022-06-03,2150.0,False
2022-06-04,2250.0,False
2022-06-05,2300.0,False
2022-06-06,2350.0,False
2022-06-07,2250.0,False
2022-06-08,2200.0,False
2022-06-09,2235.0,False
2022-06-10,2260.0,False
2022-06-11,2320.0,False
2022-06-12,2300.0,False
2022-06-13,2350.0,False
2022-06-14,2350.0,False
2022-06-15,2355.0,False
2022-06-16,2335.0,False
2022-06-17,2350.0,False
2022-06-18,2400.0,False
2022-06-19,2400.0,False
2022-06-20,2450.0,False
2022-06-21,2400.0,False
2022-06-22,2325.0,False
2022-06-23,2435.0,False
2022-06-24,2450.0,False
2022-06-25,2450.0,False
2022-06-26,2450.0,False
2022-06-27,2415.0,False
2022-06-28,2600.0,False
2022-06-29,2800.0,False
2022-06-30,3035.0,False
2022-07-01,2846.6666666666665,True
2022-07-02,2658.3333333333335,True
2022-07-03,2470.0,False
2022-07-04,2575.0,False
2022-07-05,2570.0,False
2022-07-06,2800.0,False
2022-07-07,2480.0,False
2022-07-08,2235.0,False
2022-07-09,2125.0,False
2022-07-10,2075.0,False
2022-07-11,2135.0,False
2022-07-12,2320.0,False
2022-07-13,2500.0,False
2022-07-14,2125.0,False
2022-07-15,2070.0,False
2022-07-16,2085.0,False
2022-07-17,2000.0,False
2022-07-18,2050.0,False
2022-07-19,1960.0,False
2022-07-20,2030.0,False
2022-07-21,1980.0,False
2022-07-22,1960.0,False
2022-07-23,1900.0,False
2022-07-24,1920.0,False
2022-07-25,1870.0,False
2022-07-26,1730.0,False
2022-07-27,1900.0,False
2022-07-28,1585.0,False
2022-07-29,1600.0,False
2022-07-30,1620.0,False
2022-07-31,1750.0,False
2022-08-01,1710.0,True
2022-08-02,1670.0,False
2022-08-03,1655.0,False
2022-08-04,1790.0,False
2022-08-05,1800.0,False
2022-08-06,1750.0,False
2022-08-07,1600.0,False
2022-08-08,1700.0,False
2022-08-09,1645.0,False
2022-08-10,1690.0,True
2022-08-11,1735.0,False
2022-08-12,1700.0,False
2022-08-13,1600.0,False
2022-08-14,1700.0,False
2022-08-15,1700.0,False
2022-08-16,1750.0,False
2022-08-17,1700.0,False
2022-08-18,1760.0,False
2022-08-19,1720.0,False
2022-08-20,1750.0,False
2022-08-21,1850.0,False
2022-08-22,1950.0,False
2022-08-23,1900.0,False
2022-08-24,1800.0,False
2022-08-25,1935.0,False
2022-08-26,1845.0,False
2022-08-27,1800.0,False
2022-08-28,1600.0,False
2022-08-29,1550.0,False
2022-08-30,1600.0,False
2022-08-31,1600.0,False
2022-09-01,1650.0,True
2022-09-02,1700.0,False
2022-09-03,1730.0,False
2022-09-04,1850.0,False
2022-09-05,1990.0,False
2022-09-06,2035.0,False
2022-09-07,1900.0,False
2022-09-08,2035.0,False
2022-09-09,2250.0,False
2022-09-10,2380.0,False
2022-09-11,2450.0,False
2022-09-12,2470.0,False
2022-09-13,2400.0,False
2022-09-14,2000.0,False
2022-09-15,2535.0,False
2022-09-16,2500.0,False
2022-09-17,2450.0,False
2022-09-18,2550.0,False
2022-09-19,2470.0,False
2022-09-20,2470.0,False
2022-09-21,2545.0,False
2022-09-22,2465.0,False
2022-09-23,2500.0,False
2022-09-24,2470.0,False
2022-09-25,2355.0,False
2022-09-26,2375.0,False
2022-09-27,2250.0,False
2022-09-28,2267.5,True
2022-09-29,2285.0,False
2022-09-30,2370.0,False
2022-10-01,2335.0,True
