t,cmdty,market_id,market_name,state_id,state_name,district_id,district_name,variety,p_min,p_max,p_modal
"2020-10-11","Tomato","2541","Dankaur","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2344","2380","2360"
"2020-10-11","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2250","2450","2350"
"2020-10-10","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2250","2450","2350"
"2020-10-10","Tomato","2541","Dankaur","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2300","2360","2320"
"2020-10-09","Tomato","2541","Dankaur","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2256","2300","2280"
"2020-10-09","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2200","2400","2300"
"2020-10-08","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2220","2400","2300"
"2020-10-08","Tomato","2541","Dankaur","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2240","2300","2267"
"2020-10-08","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2120","2280","2200"
"2020-10-07","Tomato","2541","Dankaur","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2175","2242","2200"
"2020-10-06","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2300","2500","2400"
"2020-10-06","Tomato","2541","Dankaur","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2277","2345","2300"
"2020-10-05","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2350","2550","2450"
"2020-10-05","Tomato","2541","Dankaur","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2300","2362","2311"
"2020-10-04","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2350","2550","2450"
"2020-10-04","Tomato","2541","Dankaur","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2324","2400","2381"
"2020-10-03","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2300","2500","2400"
"2020-10-03","Tomato","2541","Dankaur","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2245","2365","2300"
"2020-10-02","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2300","2500","2400"
"2020-09-30","Tomato","2541","Dankaur","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2533","2600","2575"
"2020-09-29","Tomato","2541","Dankaur","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2455","2495","2470"
"2020-09-29","Tomato","1903","Dadri","9","Uttar Pradesh","141","Gautam Buddha Nagar","Hybrid","2250","2450","2350"
"2020-09-28","Tomato","2541","Dankaur","9","Uttar Pradesh","141","Gautam Buddha Nagar","Deshi","2400","2500","2455"
